idx,home,away,league,season,score,odds,edge,won,llm_verdict,llm_confidence,llm_reason
8925,Auxerre,Paris FC,F2,2122,5,3.5,0.028150939274792508,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8926,Niort,Dunkerque,F2,2122,5,3.4,0.015201637168160531,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8931,Kortrijk,Antwerp,B1,2122,4,4.0,0.023622037260870032,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8935,Hertha,Bochum,D1,2021_2022,5,3.6,0.013032515885896045,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
8939,Burgos,Alcorcon,SP2,2122,4,3.2,0.02208649669554824,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8940,Getafe,Levante,SP1,2021_2022,5,3.25,0.01317280183580355,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8942,Nurnberg,Ingolstadt,D2,2122,4,4.0,0.012608232467473501,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8951,Zaragoza,Malaga,SP2,2122,5,3.2,0.011982912776597188,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8952,Bastia,Pau FC,F2,2122,5,3.3,0.011435344656670787,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8953,Guingamp,Auxerre,F2,2122,5,3.3,0.010566744598232147,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8954,Nancy,Caen,F2,2122,5,3.3,0.020584676249264466,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8956,Ipswich,Gillingham,E2,2122,4,4.75,0.013993470989619894,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
8959,Sochaux,Amiens,F2,2122,5,3.4,0.012585886815013936,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8962,Toulouse,Dijon,F2,2122,4,4.2,0.012968208524545943,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8963,Girona,Ponferradina,SP2,2122,5,3.4,0.013619822567050577,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8965,Swansea,Blackburn,E1,2122,5,3.25,0.013011857267479499,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8968,Morecambe,Bolton,E2,2122,5,3.5,0.012869025252926158,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
8970,Rotherham,Accrington,E2,2122,4,4.75,0.011984674914217314,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8974,Mainz,Hoffenheim,D1,2021_2022,4,3.5,0.011181851255380681,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8975,FC Koln,Freiburg,D1,2021_2022,5,3.7,0.01523437690648205,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8976,Bielefeld,M'gladbach,D1,2021_2022,5,3.6,0.010080569385562455,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
8977,Sp Gijon,Eibar,SP2,2122,4,3.1,0.011187699330849232,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
8982,Sunderland,Doncaster,E2,2122,4,5.5,0.013944994807528477,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
8988,Como,Lecce,I2,2122,4,3.4,0.014568411562741856,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
8992,Niort,Le Havre,F2,2122,5,3.2,0.013950873438424327,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
8996,St Etienne,Montpellier,F1,2021_2022,4,3.4,0.012356002673068966,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9000,Oostende,Oud-Heverlee Leuven,B1,2122,5,3.7,0.01722375633251705,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9002,Elche,Alaves,SP1,2021_2022,4,3.15,0.010016139914386268,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9011,PSV Eindhoven,AZ Alkmaar,N1,2122,5,4.33,0.011604269512007714,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9013,Huesca,Mirandes,SP2,2122,5,3.3,0.014621915347540093,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9016,Amorebieta,Oviedo,SP2,2122,4,3.0,0.011843858032881183,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9017,Reims,Bordeaux,F1,2021_2022,5,3.6,0.012991011072852499,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9027,Sampdoria,Sassuolo,I1,2021_2022,5,3.8,0.011521009287604855,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9033,Bologna,Empoli,I1,2021_2022,4,3.8,0.012818531584709303,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9042,Club Brugge,Gent,B1,2122,4,3.7,0.014737426502132445,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9048,Genk,Waregem,B1,2122,4,5.5,0.012656301761360095,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9052,Barcelona,Ath Madrid,SP1,2021_2022,5,3.5,0.012213959097189975,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9057,Paris FC,Ajaccio,F2,2122,5,3.1,0.01897240210991291,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9069,Sheffield Weds,Wigan,E2,2122,5,3.3,0.01199687610624356,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9070,Wycombe,Shrewsbury,E2,2122,4,3.5,0.010002213425518158,True,BET,0.8,Statistical edge and bookmaker consensus favor draw odds
9075,Crewe,Plymouth,E2,2122,4,3.75,0.013175401322899127,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9076,Doncaster,Ipswich,E2,2122,4,3.8,0.01104448863419577,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9078,Gillingham,Cambridge,E2,2122,5,3.3,0.011793029196407123,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9102,Leganes,Zaragoza,SP2,2122,5,3.1,0.013755211638480591,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9103,Seraing,Antwerp,B1,2122,4,3.7,0.011419016959183181,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9108,Erzgebirge Aue,Holstein Kiel,D2,2122,4,3.6,0.01009775150555059,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9114,Hull,Fulham,E1,2122,4,4.0,0.010286313912268141,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9120,Eupen,Gent,B1,2122,4,3.9,0.012762766487611654,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9121,Mechelen,Oostende,B1,2122,5,4.0,0.011511149669044374,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9131,Vicenza,Cosenza,I2,2122,4,3.7,0.032010594510594514,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9139,Ibiza,Cartagena,SP2,2122,5,3.5,0.015790672190732213,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9140,Mirandes,Sp Gijon,SP2,2122,5,3.3,0.01825805818915749,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9142,Ajaccio,Guingamp,F2,2122,5,3.1,0.010482643491923183,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9148,Grenoble,Sochaux,F2,2122,4,3.0,0.010196398338267576,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9150,Man United,Southampton,E0,2021_2022,4,4.33,0.011875427483587608,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9156,Villarreal,Real Madrid,SP1,2021_2022,4,3.6,0.010144746474489652,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9176,Milton Keynes Dons,Ipswich,E2,2122,5,3.4,0.010931216813569788,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9178,Ein Frankfurt,Wolfsburg,D1,2021_2022,5,3.6,0.013127455335371241,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9181,Morecambe,Gillingham,E2,2122,5,3.5,0.010180691781238982,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9184,AFC Wimbledon,Sunderland,E2,2122,4,3.6,0.013837884434547143,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9187,Brest,Troyes,F1,2021_2022,5,3.6,0.011917260465282575,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9197,Nantes,Reims,F1,2021_2022,5,3.25,0.01539452432007965,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9201,Genoa,Salernitana,I1,2021_2022,5,3.8,0.012763903046441927,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9207,Alcorcon,Tenerife,SP2,2122,4,3.25,0.01643075258413046,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9208,Lugo,Amorebieta,SP2,2122,5,3.3,0.017778229035437743,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
9219,St. Gilloise,St Truiden,B1,2122,4,5.0,0.021416009831341648,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9220,Genk,Standard,B1,2122,5,4.2,0.012995058267136761,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9231,Clermont,St Etienne,F1,2021_2022,5,3.4,0.010862308509584251,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9240,West Brom,Blackburn,E1,2122,5,3.6,0.010245441845989023,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9243,Cosenza,Perugia,I2,2122,4,3.2,0.012424342327720217,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9247,Aberdeen,St Johnstone,SC0,2122,5,3.6,0.013809516662896815,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9249,Ternana,Monza,I2,2122,5,3.4,0.015317723681466167,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9253,Pordenone,Cittadella,I2,2122,4,3.25,0.013055685500820313,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9255,Burton,Bolton,E2,2122,5,3.5,0.014512493986929165,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9259,Frosinone,Como,I2,2122,4,3.7,0.014426190896779212,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9261,Alessandria,Lecce,I2,2122,4,3.5,0.01046402284792386,True,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
9263,Elche,Vallecano,SP1,2021_2022,4,3.0,0.012532163259064588,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9264,Rotherham,Wigan,E2,2122,5,3.4,0.014230212777999518,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9266,Dresden,Heidenheim,D2,2122,5,3.4,0.012646783510526005,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9267,Schalke 04,Paderborn,D2,2122,5,4.1,0.012234186228060745,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9269,Cartagena,Valladolid,SP2,2122,5,3.6,0.019150450364871563,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds
9270,Mainz,Leverkusen,D1,2021_2022,5,3.75,0.010104893134779747,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9271,Juventus,Torino,I1,2021_2022,4,3.9,0.013523413523413463,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9273,Sociedad B,Malaga,SP2,2122,5,3.3,0.019938468296489376,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9277,Zaragoza,Las Palmas,SP2,2122,5,3.1,0.012003706408281078,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9278,Girona,Eibar,SP2,2122,5,3.3,0.018082212222670868,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9281,Guimaraes,Arouca,P1,2122,5,3.8,0.013126195633935578,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9295,Holstein Kiel,Karlsruhe,D2,2122,5,3.75,0.010199396563032925,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9310,Ascoli,Alessandria,I2,2122,5,3.25,0.022340500189546697,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9324,Oostende,Standard,B1,2122,5,3.5,0.014695004469132689,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9330,Sochaux,Ajaccio,F2,2122,5,3.1,0.018100970657719262,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
9337,Niort,Auxerre,F2,2122,5,3.2,0.013238990985597998,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9339,Quevilly Rouen,Valenciennes,F2,2122,5,3.2,0.01322682671492953,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
9345,Ipswich,Burton,E2,2122,5,3.6,0.0156651465661099,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9355,Ath Bilbao,Sociedad,SP1,2021_2022,5,3.1,0.015305668422501417,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9363,Fuenlabrada,Alcorcon,SP2,2122,5,3.1,0.015707550839743734,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9364,Burgos,Oviedo,SP2,2122,5,3.2,0.027418765184023364,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9367,Almeria,Mirandes,SP2,2122,4,4.0,0.014080683513361947,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9376,Bordeaux,Monaco,F1,2021_2022,4,4.2,0.015073981483235077,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9377,Marseille,Clermont,F1,2021_2022,4,4.75,0.013111908051119614,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
9383,Darmstadt,Hansa Rostock,D2,2122,4,4.0,0.01260188313611027,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
9384,Dundee United,Rangers,SC0,2122,4,5.5,0.010613507287819235,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9400,Amorebieta,Leganes,SP2,2122,5,3.1,0.016213117218397133,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9412,Rotherham,Morecambe,E2,2122,4,5.75,0.01521877209576325,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9417,Preston,Nott'm Forest,E1,2122,5,3.25,0.011883486052758796,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9419,Cambridge,Plymouth,E2,2122,5,3.6,0.017116659555348634,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9421,Crewe,Oxford,E2,2122,4,4.2,0.011964886964886956,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9422,Gillingham,AFC Wimbledon,E2,2122,5,3.3,0.01081768980276182,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9424,Gent,Seraing,B1,2122,4,6.0,0.015752940179321023,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9425,Watford,Crystal Palace,E0,2021_2022,5,3.3,0.010634062605388739,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9432,Benevento,Como,I2,2122,5,3.7,0.01630791342738691,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9444,Waalwijk,Twente,N1,2122,4,3.6,0.017084017550198227,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
9445,Almeria,Fuenlabrada,SP2,2122,4,4.2,0.02208355121229072,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9463,Burton,Shrewsbury,E2,2122,5,3.3,0.012953162618615899,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9469,Crystal Palace,Burnley,E0,2021_2022,5,3.6,0.01679444839499561,True,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
9474,Mirandes,Tenerife,SP2,2122,4,3.2,0.017575126227077298,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
9476,Las Palmas,Lugo,SP2,2122,5,3.75,0.015641832151855217,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9479,Aberdeen,Dundee United,SC0,2122,5,3.7,0.012633395663282365,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9517,Luton,Derby,E1,2122,5,3.5,0.010632272156172573,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9530,Blackburn,QPR,E1,2122,5,3.5,0.015420174712210133,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9533,Monza,Lecce,I2,2122,5,3.5,0.015441871644121974,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9535,Ascoli,Crotone,I2,2122,4,3.2,0.013942962193739139,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
9538,Verona,Venezia,I1,2021_2022,4,4.4,0.016712101457864198,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9543,Sp Gijon,Zaragoza,SP2,2122,5,3.3,0.019322983519623693,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9547,Torino,Cagliari,I1,2021_2022,4,3.85,0.013661588538006142,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9549,Standard,Gent,B1,2122,4,3.9,0.013621794871794823,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9553,Sociedad,Osasuna,SP1,2021_2022,4,3.45,0.011535548059017575,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9563,Bochum,RB Leipzig,D1,2021_2022,4,4.2,0.010993450314755543,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9568,Hibernian,Celtic,SC0,2122,4,4.75,0.016528301846791882,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9569,Vizela,Portimonense,P1,2122,5,3.3,0.012304446388771484,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9579,West Brom,Swansea,E1,2122,5,3.75,0.012506907271722545,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9582,Atalanta,Sampdoria,I1,2021_2022,4,5.0,0.01654916516970012,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9583,Shrewsbury,Rotherham,E2,2122,4,3.75,0.022291775145155346,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9584,Cardiff,Derby,E1,2122,5,3.3,0.011487450555550893,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9590,Sheffield Weds,Burton,E2,2122,4,3.9,0.012041185775323704,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9591,Benevento,Cremonese,I2,2122,5,3.1,0.011271389107417762,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9593,Wigan,Fleetwood Town,E2,2122,4,4.5,0.01804052674021142,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9601,Monza,Parma,I2,2122,5,3.2,0.013448869413853093,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9608,Inter,Salernitana,I1,2021_2022,4,8.5,0.01165461105693738,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9612,Zaragoza,Almeria,SP2,2122,5,3.1,0.012889512084764021,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
9616,Holstein Kiel,Paderborn,D2,2122,5,3.75,0.010073260073260037,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9618,Lorient,Lyon,F1,2021_2022,4,3.8,0.010006996260526257,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9621,Udinese,Sampdoria,I1,2021_2022,4,3.6,0.01397511285949421,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9634,Portsmouth,Accrington,E2,2122,5,3.75,0.013057748351866016,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9637,Rodez,Auxerre,F2,2122,4,3.1,0.01052670270441075,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9641,Huesca,Las Palmas,SP2,2122,5,3.2,0.013985916216069427,True,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
9642,Tenerife,Valladolid,SP2,2122,5,3.1,0.01970603255888792,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9644,Niort,Ajaccio,F2,2122,4,2.9,0.013982598658283496,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9648,Espanol,Getafe,SP1,2021_2022,5,3.2,0.01483224132137867,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9650,Dijon,Caen,F2,2122,5,3.2,0.019307692696672873,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
9662,Motherwell,Dundee,SC0,2122,5,3.4,0.011959639200814498,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9663,Burnley,Chelsea,E0,2021_2022,4,4.33,0.010987791753508586,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9668,Cremonese,Brescia,I2,2122,5,3.3,0.01442410783812681,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9669,Seraing,Club Brugge,B1,2122,4,4.8,0.010628134762414254,False,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
9676,Fulham,Blackburn,E1,2122,5,4.6,0.01051033825827144,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9684,Sp Lisbon,Arouca,P1,2122,4,6.0,0.010226488487358049,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9685,Schalke 04,Hansa Rostock,D2,2122,5,4.33,0.01519658902071161,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds despite slight disagreement.
9698,Betis,Ath Madrid,SP1,2021_2022,4,3.4,0.01133649846885143,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
9707,PSV Eindhoven,Heracles,N1,2122,4,6.5,0.012478758181488192,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9710,Erzgebirge Aue,Regensburg,D2,2122,5,3.75,0.013585188137617832,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
9714,Charleroi,Standard,B1,2122,5,3.6,0.011505568410939249,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9715,Amorebieta,Malaga,SP2,2122,5,3.1,0.014294481251716451,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9722,Fiorentina,Verona,I1,2021_2022,4,3.7,0.012692041128830212,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9723,Bologna,Torino,I1,2021_2022,4,3.25,0.010382202922525452,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9733,Nantes,Montpellier,F1,2021_2022,5,3.4,0.011935357926533219,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9738,Leganes,Mirandes,SP2,2122,5,3.4,0.012551391524351696,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds
9740,Ponferradina,Ibiza,SP2,2122,5,3.2,0.010784577883158064,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9741,Lugo,Alcorcon,SP2,2122,4,3.4,0.014182046025745076,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9744,Reims,Strasbourg,F1,2021_2022,5,3.2,0.011902668943808148,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9746,Tondela,Belenenses,P1,2122,5,3.6,0.013149396781110323,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9748,Ath Bilbao,Levante,SP1,2021_2022,4,4.33,0.013072427984486268,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
9752,Sheffield United,Middlesbrough,E1,2122,5,3.4,0.010090454539880667,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9755,Blackburn,Millwall,E1,2122,5,3.1,0.012974057510880266,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9756,Barnsley,Stoke,E1,2122,5,3.3,0.013011822553731567,True,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
9757,Ipswich,Lincoln,E2,2122,4,4.0,0.010145082071582268,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9761,Milton Keynes Dons,Cheltenham,E2,2122,4,3.9,0.025049569167216124,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9763,Dundee,St Mirren,SC0,2122,5,3.25,0.010403341399133736,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9764,Wolves,Watford,E0,2021_2022,4,3.6,0.01149831172964022,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9770,Darmstadt,Sandhausen,D2,2122,4,5.0,0.022727272727272735,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9773,Parma,Cittadella,I2,2122,5,3.5,0.012584387734447755,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9776,Zaragoza,Fuenlabrada,SP2,2122,5,3.25,0.018230269292741574,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9786,Cardiff,Preston,E1,2122,5,3.2,0.016082446712264276,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
9788,Millwall,Middlesbrough,E1,2122,5,3.25,0.013683758041173222,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9798,Malaga,Ponferradina,SP2,2122,5,3.2,0.029732075583552342,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9799,Las Palmas,Girona,SP2,2122,5,3.5,0.015725806849598845,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9814,Ipswich,Portsmouth,E2,2122,5,3.4,0.010154216036568964,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9817,Ibiza,Leganes,SP2,2122,5,3.3,0.014723851417399791,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9827,Brentford,Burnley,E0,2021_2022,4,3.25,0.010100359591201535,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9830,Guingamp,Quevilly Rouen,F2,2122,5,3.5,0.012672506214136514,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9834,Valenciennes,Dijon,F2,2122,5,3.2,0.01268755710169367,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9839,Estoril,Portimonense,P1,2122,5,3.2,0.010304659498207858,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9840,Barnsley,Fulham,E1,2122,4,4.75,0.01099201816481285,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9841,Ajaccio,Bastia,F2,2122,6,3.25,0.036458529539291795,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9842,Auxerre,Sochaux,F2,2122,5,3.1,0.011099322324649497,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9845,Groningen,Nijmegen,N1,2122,5,3.6,0.012013767928983177,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9854,Burgos,Sociedad B,SP2,2122,5,3.1,0.013685877078632058,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9855,Eibar,Amorebieta,SP2,2122,4,3.75,0.015511777940821592,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9860,AZ Alkmaar,Twente,N1,2122,4,4.1,0.01004794663331246,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9864,Sp Gijon,Tenerife,SP2,2122,5,3.1,0.01735852044568653,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9865,Udinese,Roma,I1,2021_2022,5,3.5,0.012430107881101438,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
9874,Angers,Reims,F1,2021_2022,4,3.05,0.011450717252017406,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
9884,Ein Frankfurt,Bochum,D1,2021_2022,4,3.7,0.012033017948233193,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
